facture_id;client_id;date_facture;date_echeance;montant_ht_eur;montant_ttc_eur;tva_eur;statut_paiement;delai_paiement_jours;mode_paiement
FAC-018050;CLI-087094;2024-06-16;2024-07-16;103.68;124.42;20.74;Payée;11.0;Prélèvement
FAC-018051;CLI-095091;2025-02-04;2025-03-06;181.21;217.45;36.24;En attente;;Virement
FAC-018052;CLI-086318;2023-03-30;2023-04-29;225.45;270.54;45.09;Payée;3.0;Prélèvement
FAC-018053;CLI-089017;2022-04-01;2022-05-01;148.18;177.82;29.64;Impayée;137.0;CB en ligne
FAC-018054;CLI-089278;2022-10-13;2022-11-12;155.03;186.04;31.01;Payée;8.0;CB en ligne
FAC-018055;CLI-092026;2024-02-15;2024-03-16;1055.23;1266.28;211.05;En retard;68.0;Prélèvement
FAC-018056;CLI-088741;2024-02-10;2024-03-11;99.43;119.32;19.89;En retard;88.0;Prélèvement
FAC-018057;CLI-100559;2025-05-30;2025-06-29;129.24;155.09;25.85;Payée;8.0;Prélèvement
FAC-018058;CLI-096561;2024-06-23;2024-07-23;7496.04;8995.25;1499.21;Payée;26.0;Prélèvement
FAC-018059;CLI-097532;2024-08-05;2024-09-04;4821.51;5785.81;964.3;Payée;29.0;Prélèvement
FAC-018060;CLI-096996;2024-07-16;2024-08-15;2974.75;3569.7;594.95;Payée;12.0;Prélèvement
FAC-018061;CLI-094875;2025-05-10;2025-06-09;54.92;65.9;10.98;Payée;9.0;Prélèvement
FAC-018062;CLI-098791;2022-02-08;2022-03-10;59.25;71.1;11.85;En retard;69.0;Prélèvement
FAC-018063;CLI-099647;2024-07-22;2024-08-21;194.23;233.08;38.85;Impayée;101.0;Prélèvement
FAC-018064;CLI-095956;2024-10-18;2024-11-17;882.2;1058.64;176.44;En retard;46.0;Virement
FAC-018065;CLI-089020;2022-09-26;2022-10-26;50.95;61.14;10.19;Payée;26.0;Prélèvement
FAC-018066;CLI-095284;2024-05-05;2024-06-04;1361.74;1634.09;272.35;Payée;15.0;Prélèvement
FAC-018067;CLI-089344;2022-06-01;2022-07-01;252.57;303.08;50.51;Payée;30.0;Chèque
FAC-018068;CLI-092065;2022-08-10;2022-09-09;476.38;571.66;95.28;Payée;22.0;Prélèvement
FAC-018069;CLI-097935;2023-03-25;2023-04-24;76.22;91.46;15.24;Payée;31.0;CB en ligne
FAC-018070;CLI-087426;2024-05-28;2024-06-27;101.63;121.96;20.33;En attente;;TIP
FAC-018071;CLI-089312;2023-05-02;2023-06-01;248.4;298.08;49.68;Payée;30.0;Virement
FAC-018072;CLI-091378;2022-07-21;2022-08-20;1010.6;1212.72;202.12;Payée;23.0;Chèque
FAC-018073;CLI-093605;2022-06-09;2022-07-09;134.16;160.99;26.83;Payée;5.0;Prélèvement
FAC-018074;CLI-095706;2023-06-30;2023-07-30;203.53;244.24;40.71;Payée;24.0;Prélèvement
FAC-018075;CLI-093723;2023-10-02;2023-11-01;175.39;210.47;35.08;Payée;33.0;Prélèvement
FAC-018076;CLI-091075;2022-01-30;2022-03-01;156.73;188.08;31.35;Payée;25.0;Prélèvement
FAC-018077;CLI-089641;2022-09-25;2022-10-25;5784.0;6940.8;1156.8;Payée;9.0;Prélèvement
FAC-018078;CLI-100293;2023-01-07;2023-02-06;54.26;65.11;10.85;En attente;;Chèque
FAC-018079;CLI-088964;2022-10-02;2022-11-01;1282.08;1538.5;256.42;En retard;66.0;CB en ligne
FAC-018080;CLI-087988;2023-08-17;2023-09-16;106.55;127.86;21.31;En retard;89.0;Prélèvement
FAC-018081;CLI-086043;2024-12-24;2025-01-23;1257.25;1508.7;251.45;Payée;24.0;Virement
FAC-018082;CLI-093211;2023-01-20;2023-02-19;193.69;232.43;38.74;En attente;;Virement
FAC-018083;CLI-094548;2024-08-31;2024-09-30;41.51;49.81;8.3;Impayée;320.0;Prélèvement
FAC-018084;CLI-093174;2022-06-01;2022-07-01;65.3;78.36;13.06;Payée;13.0;Prélèvement
FAC-018085;CLI-087318;2024-07-20;2024-08-19;131.88;158.26;26.38;Impayée;145.0;Prélèvement
FAC-018086;CLI-098884;2024-04-29;2024-05-29;252.7;303.24;50.54;Payée;32.0;Prélèvement
FAC-018087;CLI-087884;2025-01-03;2025-02-02;257.99;309.59;51.6;Payée;2.0;Virement
FAC-018088;CLI-095726;2024-02-25;2024-03-26;218.09;261.71;43.62;Payée;13.0;Chèque
FAC-018089;CLI-087175;2022-12-15;2023-01-14;195.21;234.25;39.04;Impayée;116.0;Prélèvement
FAC-018090;CLI-091543;2023-12-06;2024-01-05;436.06;523.27;87.21;Payée;2.0;Prélèvement
FAC-018091;CLI-097130;2025-05-22;2025-06-21;644.9;773.88;128.98;Payée;21.0;Virement
FAC-018092;CLI-087586;2022-07-25;2022-08-24;73.17;87.8;14.63;En retard;65.0;Chèque
FAC-018093;CLI-088360;2025-03-31;2025-04-30;47.37;56.84;9.47;Payée;31.0;CB en ligne
FAC-018094;CLI-095619;2024-03-11;2024-04-10;85.73;102.88;17.15;Payée;27.0;Virement
FAC-018095;CLI-094001;2022-09-20;2022-10-20;87.48;104.98;17.5;Impayée;331.0;Prélèvement
FAC-018096;CLI-098326;2024-12-27;2025-01-26;310.56;372.67;62.11;Impayée;353.0;Prélèvement
FAC-018097;CLI-089897;2022-11-07;2022-12-07;321.12;385.34;64.22;Payée;12.0;TIP
FAC-018098;CLI-094818;2023-09-13;2023-10-13;134.96;161.95;26.99;Payée;6.0;TIP
FAC-018099;CLI-090473;2022-10-02;2022-11-01;221.04;265.25;44.21;En retard;70.0;Virement
FAC-018100;CLI-088511;2024-02-26;2024-03-27;1077.8;1293.36;215.56;En retard;65.0;Prélèvement
FAC-018101;CLI-093829;2024-05-19;2024-06-18;69.8;83.76;13.96;Payée;10.0;Prélèvement
FAC-018102;CLI-096020;2024-04-05;2024-05-05;264.34;317.21;52.87;Payée;22.0;Prélèvement
FAC-018103;CLI-092298;2023-09-15;2023-10-15;638.34;766.01;127.67;Payée;6.0;TIP
FAC-018104;CLI-096222;2024-02-20;2024-03-21;29326.11;35191.33;5865.22;Payée;20.0;CB en ligne
FAC-018105;CLI-096278;2023-02-11;2023-03-13;148.16;177.79;29.63;En retard;88.0;Virement
FAC-018106;CLI-094054;2022-01-20;2022-02-19;1210.27;1452.32;242.05;Payée;33.0;Chèque
FAC-018107;CLI-095831;2024-12-04;2025-01-03;1195.98;1435.18;239.2;Payée;3.0;Virement
FAC-018108;CLI-096776;2022-03-12;2022-04-11;248.54;298.25;49.71;En attente;;Prélèvement
FAC-018109;CLI-093806;2025-02-22;2025-03-24;133.93;160.72;26.79;En attente;;Prélèvement
FAC-018110;CLI-094740;2022-07-08;2022-08-07;228.6;274.32;45.72;Payée;10.0;Virement
FAC-018111;CLI-090177;2024-06-05;2024-07-05;990.58;1188.7;198.12;En retard;47.0;Prélèvement
FAC-018112;CLI-093985;2022-09-19;2022-10-19;789.89;947.87;157.98;Payée;26.0;CB en ligne
FAC-018113;CLI-094157;2022-04-30;2022-05-30;243.51;292.21;48.7;En retard;36.0;TIP
FAC-018114;CLI-097844;2022-11-02;2022-12-02;43194.71;51833.65;8638.94;Payée;7.0;Prélèvement
FAC-018115;CLI-097208;2023-03-16;2023-04-15;77.03;92.44;15.41;En attente;;Virement
FAC-018116;CLI-093996;2023-03-30;2023-04-29;129.84;155.81;25.97;Payée;19.0;Virement
FAC-018117;CLI-098056;2022-01-13;2022-02-12;952.08;1142.5;190.42;En retard;48.0;TIP
FAC-018118;CLI-095305;2023-11-15;2023-12-15;264.81;317.77;52.96;Impayée;184.0;Prélèvement
FAC-018119;CLI-100790;2023-01-18;2023-02-17;249.1;298.92;49.82;Payée;29.0;TIP
FAC-018120;CLI-099268;2023-06-17;2023-07-17;6495.43;7794.52;1299.09;Payée;26.0;Prélèvement
FAC-018121;CLI-090018;2022-06-16;2022-07-16;158.66;190.39;31.73;Payée;22.0;Chèque
FAC-018122;CLI-090662;2023-05-29;2023-06-28;85.94;103.13;17.19;En attente;;CB en ligne
FAC-018123;CLI-095128;2024-04-06;2024-05-06;56.59;67.91;11.32;Payée;5.0;Prélèvement
FAC-018124;CLI-089055;2023-03-11;2023-04-10;37925.75;45510.9;7585.15;Payée;22.0;Virement
FAC-018125;CLI-099954;2023-12-25;2024-01-24;10421.96;12506.35;2084.39;Payée;3.0;Prélèvement
FAC-018126;CLI-090040;2024-01-01;2024-01-31;1057.8;1269.36;211.56;Payée;30.0;CB en ligne
FAC-018127;CLI-087723;2022-02-28;2022-03-30;275.19;330.23;55.04;Payée;27.0;Chèque
FAC-018128;CLI-096745;2022-09-04;2022-10-04;278.4;334.08;55.68;En retard;84.0;Prélèvement
FAC-018129;CLI-087176;2022-03-21;2022-04-20;1398.57;1678.28;279.71;Payée;5.0;Prélèvement
FAC-018130;CLI-099178;2022-08-19;2022-09-18;57.02;68.42;11.4;Payée;1.0;Prélèvement
FAC-018131;CLI-100666;2024-03-14;2024-04-13;164.19;197.03;32.84;Payée;28.0;Virement
FAC-018132;CLI-093471;2024-05-08;2024-06-07;176.31;211.57;35.26;Payée;13.0;Virement
FAC-018133;CLI-097766;2024-11-23;2024-12-23;167.36;200.83;33.47;En attente;;Prélèvement
FAC-018134;CLI-100223;2024-01-16;2024-02-15;279.45;335.34;55.89;Payée;11.0;Prélèvement
FAC-018135;CLI-088106;2024-06-20;2024-07-20;141.39;169.67;28.28;Payée;19.0;Prélèvement
FAC-018136;CLI-090300;2023-02-19;2023-03-21;42.36;50.83;8.47;Impayée;363.0;Chèque
FAC-018137;CLI-093006;2023-07-24;2023-08-23;275.88;331.06;55.18;Payée;11.0;Prélèvement
FAC-018138;CLI-091642;2024-02-09;2024-03-10;99.32;119.18;19.86;En attente;;Prélèvement
FAC-018139;CLI-089358;2025-02-26;2025-03-28;479.65;575.58;95.93;Payée;22.0;Chèque
FAC-018140;CLI-100919;2024-11-22;2024-12-22;64.95;77.94;12.99;Payée;3.0;CB en ligne
FAC-018141;CLI-099677;2025-04-26;2025-05-26;1122.53;1347.04;224.51;Payée;8.0;Virement
FAC-018142;CLI-097798;2023-07-01;2023-07-31;272.17;326.6;54.43;En retard;54.0;TIP
FAC-018143;CLI-099005;2023-10-12;2023-11-11;97.47;116.96;19.49;Payée;18.0;CB en ligne
FAC-018144;CLI-092016;2024-09-06;2024-10-06;109.13;130.96;21.83;Payée;6.0;Prélèvement
FAC-018145;CLI-088297;2022-05-22;2022-06-21;273.53;328.24;54.71;Impayée;354.0;Virement
FAC-018146;CLI-089540;2024-04-03;2024-05-03;271.53;325.84;54.31;Payée;34.0;TIP
FAC-018147;CLI-096895;2022-01-14;2022-02-13;209.96;251.95;41.99;Impayée;196.0;Chèque
FAC-018148;CLI-098666;2023-01-26;2023-02-25;644.01;772.81;128.8;En attente;;Chèque
FAC-018149;CLI-094815;2024-02-21;2024-03-22;122.05;146.46;24.41;Payée;17.0;Virement
FAC-018150;CLI-092837;2025-02-27;2025-03-29;204.56;245.47;40.91;Payée;33.0;CB en ligne
FAC-018151;CLI-095834;2023-06-17;2023-07-17;170.33;204.4;34.07;En attente;;TIP
FAC-018152;CLI-093421;2023-10-16;2023-11-15;112.14;134.57;22.43;Impayée;290.0;Prélèvement
FAC-018153;CLI-093747;2024-01-26;2024-02-25;540.4;648.48;108.08;Payée;3.0;Virement
FAC-018154;CLI-092962;2025-02-20;2025-03-22;7727.72;9273.26;1545.54;Payée;20.0;CB en ligne
FAC-018155;CLI-088826;2024-08-21;2024-09-20;188.63;226.36;37.73;Payée;26.0;Prélèvement
FAC-018156;CLI-094765;2022-01-23;2022-02-22;1097.46;1316.95;219.49;Payée;29.0;Prélèvement
FAC-018157;CLI-089747;2024-12-16;2025-01-15;42.54;51.05;8.51;Payée;15.0;TIP
FAC-018158;CLI-089217;2025-04-30;2025-05-30;153.62;184.34;30.72;Payée;5.0;CB en ligne
FAC-018159;CLI-093290;2024-05-16;2024-06-15;1212.03;1454.44;242.41;Payée;33.0;Prélèvement
FAC-018160;CLI-092827;2022-08-07;2022-09-06;278.5;334.2;55.7;En retard;50.0;Prélèvement
FAC-018161;CLI-093290;2024-01-12;2024-02-11;272.26;326.71;54.45;Payée;5.0;Prélèvement
FAC-018162;CLI-093947;2025-05-24;2025-06-23;120.29;144.35;24.06;Payée;19.0;Chèque
FAC-018163;CLI-098814;2024-01-31;2024-03-01;169.4;203.28;33.88;Payée;23.0;CB en ligne
FAC-018164;CLI-087350;2023-04-24;2023-05-24;1343.64;1612.37;268.73;Payée;31.0;Virement
FAC-018165;CLI-092957;2024-01-21;2024-02-20;76.17;91.4;15.23;En retard;54.0;Prélèvement
FAC-018166;CLI-090445;2023-07-29;2023-08-28;33766.82;40520.18;6753.36;En attente;;Prélèvement
FAC-018167;CLI-098311;2024-01-15;2024-02-14;102.18;122.62;20.44;Impayée;102.0;Prélèvement
FAC-018168;CLI-100990;2024-10-20;2024-11-19;4682.25;5618.7;936.45;En retard;81.0;Prélèvement
FAC-018169;CLI-093683;2022-03-21;2022-04-20;165.99;199.19;33.2;Payée;34.0;Prélèvement
FAC-018170;CLI-094606;2023-09-23;2023-10-23;150.25;180.3;30.05;Payée;29.0;Prélèvement
FAC-018171;CLI-097556;2024-10-09;2024-11-08;429.79;515.75;85.96;Impayée;289.0;Virement
FAC-018172;CLI-095762;2023-10-16;2023-11-15;38555.0;46266.0;7711.0;Impayée;242.0;CB en ligne
FAC-018173;CLI-089518;2024-03-15;2024-04-14;277.81;333.37;55.56;Payée;20.0;Prélèvement
FAC-018174;CLI-094994;2024-03-14;2024-04-13;56.64;67.97;11.33;Payée;30.0;Prélèvement
FAC-018175;CLI-088043;2022-09-26;2022-10-26;228.01;273.61;45.6;Impayée;239.0;Virement
FAC-018176;CLI-093016;2023-09-15;2023-10-15;224.05;268.86;44.81;En attente;;Virement
FAC-018177;CLI-095579;2025-01-05;2025-02-04;100.02;120.02;20.0;Impayée;110.0;Prélèvement
FAC-018178;CLI-086483;2023-04-07;2023-05-07;103.85;124.62;20.77;Payée;24.0;Virement
FAC-018179;CLI-095940;2023-02-18;2023-03-20;1517.25;1820.7;303.45;En retard;48.0;Prélèvement
FAC-018180;CLI-086739;2024-10-10;2024-11-09;71.39;85.67;14.28;En retard;42.0;Prélèvement
FAC-018181;CLI-097301;2024-09-29;2024-10-29;79.58;95.5;15.92;En attente;;Virement
FAC-018182;CLI-100396;2022-04-15;2022-05-15;2186.94;2624.33;437.39;Payée;6.0;Prélèvement
FAC-018183;CLI-093794;2024-03-20;2024-04-19;1159.09;1390.91;231.82;Payée;14.0;Virement
FAC-018184;CLI-094746;2023-09-04;2023-10-04;209.49;251.39;41.9;En retard;73.0;CB en ligne
FAC-018185;CLI-095204;2023-05-02;2023-06-01;6813.54;8176.25;1362.71;En attente;;Prélèvement
FAC-018186;CLI-093077;2024-09-01;2024-10-01;232.5;279.0;46.5;Payée;5.0;Prélèvement
FAC-018187;CLI-096502;2022-04-09;2022-05-09;367.95;441.54;73.59;En attente;;Prélèvement
FAC-018188;CLI-099343;2022-04-28;2022-05-28;55.24;66.29;11.05;Impayée;103.0;Chèque
FAC-018189;CLI-100534;2023-12-06;2024-01-05;925.72;1110.86;185.14;Payée;15.0;Prélèvement
FAC-018190;CLI-098328;2024-11-18;2024-12-18;3940.5;4728.6;788.1;Payée;33.0;TIP
FAC-018191;CLI-087148;2025-02-07;2025-03-09;244.17;293.0;48.83;Payée;9.0;Virement
FAC-018192;CLI-092897;2024-07-17;2024-08-16;66.2;79.44;13.24;Payée;16.0;TIP
FAC-018193;CLI-087017;2022-03-07;2022-04-06;143.36;172.03;28.67;Payée;29.0;CB en ligne
FAC-018194;CLI-098643;2023-01-18;2023-02-17;5102.66;6123.19;1020.53;En attente;;Chèque
FAC-018195;CLI-086695;2023-05-27;2023-06-26;193.97;232.76;38.79;En attente;;Virement
FAC-018196;CLI-094373;2022-11-18;2022-12-18;311.31;373.57;62.26;Payée;32.0;CB en ligne
FAC-018197;CLI-090685;2023-02-20;2023-03-22;63.83;76.6;12.77;En attente;;Virement
FAC-018198;CLI-092408;2025-05-20;2025-06-19;219.91;263.89;43.98;Payée;28.0;Prélèvement
FAC-018199;CLI-098321;2024-05-30;2024-06-29;2814.02;3376.82;562.8;Payée;30.0;Prélèvement
FAC-018200;CLI-092269;2024-04-22;2024-05-22;217.76;261.31;43.55;En attente;;Prélèvement
FAC-018201;CLI-086939;2023-09-14;2023-10-14;217.84;261.41;43.57;En attente;;CB en ligne
FAC-018202;CLI-090158;2023-07-02;2023-08-01;6159.65;7391.58;1231.93;En attente;;Prélèvement
FAC-018203;CLI-087859;2024-11-26;2024-12-26;162.86;195.43;32.57;Payée;34.0;Prélèvement
FAC-018204;CLI-087289;2022-07-01;2022-07-31;279.22;335.06;55.84;En attente;;Virement
FAC-018205;CLI-086690;2023-01-12;2023-02-11;148.6;178.32;29.72;Payée;4.0;Virement
FAC-018206;CLI-097738;2022-10-13;2022-11-12;277.18;332.62;55.44;En retard;38.0;Prélèvement
FAC-018207;CLI-086266;2024-01-29;2024-02-28;153.84;184.61;30.77;Payée;32.0;Virement
FAC-018208;CLI-095483;2023-10-27;2023-11-26;1285.05;1542.06;257.01;Payée;22.0;Prélèvement
FAC-018209;CLI-098391;2024-04-22;2024-05-22;6956.18;8347.42;1391.24;Payée;14.0;Virement
FAC-018210;CLI-090071;2024-09-19;2024-10-19;228.81;274.57;45.76;Payée;30.0;Prélèvement
FAC-018211;CLI-099978;2022-12-30;2023-01-29;65.31;78.37;13.06;Payée;19.0;Virement
FAC-018212;CLI-096171;2024-01-02;2024-02-01;203.37;244.04;40.67;Payée;23.0;Prélèvement
FAC-018213;CLI-086707;2024-01-26;2024-02-25;137.8;165.36;27.56;Payée;33.0;Prélèvement
FAC-018214;CLI-094904;2022-10-14;2022-11-13;261.47;313.76;52.29;Payée;24.0;TIP
FAC-018215;CLI-095958;2024-12-22;2025-01-21;164.86;197.83;32.97;En retard;66.0;Prélèvement
FAC-018216;CLI-100638;2022-06-12;2022-07-12;255.33;306.4;51.07;Payée;18.0;Prélèvement
FAC-018217;CLI-089276;2022-12-10;2023-01-09;1220.46;1464.55;244.09;Payée;31.0;Virement
FAC-018218;CLI-096995;2022-04-11;2022-05-11;141.91;170.29;28.38;En retard;61.0;Prélèvement
FAC-018219;CLI-089138;2023-09-24;2023-10-24;181.06;217.27;36.21;En attente;;Prélèvement
FAC-018220;CLI-088861;2022-12-08;2023-01-07;275.5;330.6;55.1;Impayée;171.0;Virement
FAC-018221;CLI-088872;2023-03-15;2023-04-14;291.84;350.21;58.37;En attente;;Virement
FAC-018222;CLI-100224;2022-09-03;2022-10-03;188.99;226.79;37.8;Payée;8.0;Prélèvement
FAC-018223;CLI-099810;2022-05-30;2022-06-29;1102.22;1322.66;220.44;Payée;18.0;Prélèvement
FAC-018224;CLI-092434;2024-03-09;2024-04-08;1295.52;1554.62;259.1;Payée;25.0;Prélèvement
FAC-018225;CLI-091212;2022-10-08;2022-11-07;115.28;138.34;23.06;Payée;21.0;Prélèvement
FAC-018226;CLI-092046;2023-09-28;2023-10-28;155.21;186.25;31.04;Payée;25.0;Prélèvement
FAC-018227;CLI-090048;2023-04-25;2023-05-25;1354.29;1625.15;270.86;En retard;52.0;Prélèvement
FAC-018228;CLI-099934;2025-02-26;2025-03-28;184.12;220.94;36.82;Payée;28.0;Prélèvement
FAC-018229;CLI-096453;2025-05-21;2025-06-20;7709.6;9251.52;1541.92;En retard;65.0;Prélèvement
FAC-018230;CLI-095860;2023-10-28;2023-11-27;635.9;763.08;127.18;Payée;20.0;Chèque
FAC-018231;CLI-095495;2025-03-31;2025-04-30;68.98;82.78;13.8;En attente;;Virement
FAC-018232;CLI-089205;2025-04-20;2025-05-20;1189.02;1426.82;237.8;Payée;31.0;Prélèvement
FAC-018233;CLI-092163;2025-03-11;2025-04-10;206.11;247.33;41.22;En attente;;Prélèvement
FAC-018234;CLI-086709;2023-04-23;2023-05-23;175.09;210.11;35.02;En retard;73.0;Prélèvement
FAC-018235;CLI-089233;2022-05-12;2022-06-11;168.72;202.46;33.74;Payée;2.0;Virement
FAC-018236;CLI-093947;2024-12-14;2025-01-13;1313.21;1575.85;262.64;Payée;25.0;Chèque
FAC-018237;CLI-090330;2022-04-27;2022-05-27;101.12;121.34;20.22;Payée;25.0;Prélèvement
FAC-018238;CLI-092727;2022-02-15;2022-03-17;248.82;298.58;49.76;Payée;32.0;Chèque
FAC-018239;CLI-089467;2024-04-01;2024-05-01;250.03;300.04;50.01;Payée;20.0;Prélèvement
FAC-018240;CLI-090567;2023-08-05;2023-09-04;138.99;166.79;27.8;Payée;16.0;Prélèvement
FAC-018241;CLI-086900;2022-03-15;2022-04-14;127.06;152.47;25.41;Payée;21.0;Prélèvement
FAC-018242;CLI-086248;2022-01-25;2022-02-24;29944.64;35933.57;5988.93;Payée;28.0;Chèque
FAC-018243;CLI-098754;2024-02-15;2024-03-16;188.12;225.74;37.62;Payée;21.0;Chèque
FAC-018244;CLI-096413;2022-11-01;2022-12-01;191.2;229.44;38.24;Impayée;337.0;Prélèvement
FAC-018245;CLI-095055;2024-01-11;2024-02-10;7377.27;8852.72;1475.45;Payée;4.0;CB en ligne
FAC-018246;CLI-090293;2024-06-04;2024-07-04;1863.68;2236.42;372.74;Impayée;275.0;Virement
FAC-018247;CLI-095751;2024-04-17;2024-05-17;124.7;149.64;24.94;Payée;30.0;Prélèvement
FAC-018248;CLI-087571;2024-07-29;2024-08-28;101.14;121.37;20.23;Payée;28.0;CB en ligne
FAC-018249;CLI-096636;2023-07-13;2023-08-12;37.42;44.9;7.48;Payée;10.0;Prélèvement
FAC-018250;CLI-091546;2024-02-07;2024-03-08;57.03;68.44;11.41;Payée;24.0;CB en ligne
FAC-018251;CLI-099618;2023-09-22;2023-10-22;265.55;318.66;53.11;En retard;50.0;Prélèvement
FAC-018252;CLI-089211;2023-10-21;2023-11-20;233.2;279.84;46.64;En retard;70.0;Prélèvement
FAC-018253;CLI-090066;2024-03-10;2024-04-09;62.29;74.75;12.46;Impayée;135.0;Prélèvement
FAC-018254;CLI-091425;2024-07-26;2024-08-25;83.66;100.39;16.73;En attente;;Prélèvement
FAC-018255;CLI-096006;2025-01-30;2025-03-01;148.3;177.96;29.66;Payée;3.0;TIP
FAC-018256;CLI-087698;2024-02-23;2024-03-24;2346.06;2815.27;469.21;Payée;8.0;Chèque
FAC-018257;CLI-096524;2025-05-18;2025-06-17;187.66;225.19;37.53;Impayée;247.0;Prélèvement
FAC-018258;CLI-089107;2022-05-17;2022-06-16;208.04;249.65;41.61;Payée;13.0;CB en ligne
FAC-018259;CLI-088665;2022-04-19;2022-05-19;257.96;309.55;51.59;Payée;22.0;Prélèvement
FAC-018260;CLI-100595;2022-01-31;2022-03-02;1005.45;1206.54;201.09;Payée;11.0;Prélèvement
FAC-018261;CLI-089510;2022-08-25;2022-09-24;123.74;148.49;24.75;Impayée;323.0;Prélèvement
FAC-018262;CLI-090171;2024-02-13;2024-03-14;1698.39;2038.07;339.68;Payée;21.0;CB en ligne
FAC-018263;CLI-086652;2024-12-15;2025-01-14;212.84;255.41;42.57;Payée;2.0;Prélèvement
FAC-018264;CLI-093129;2022-08-31;2022-09-30;3524.6;4229.52;704.92;Payée;11.0;Prélèvement
FAC-018265;CLI-089193;2022-07-04;2022-08-03;184.87;221.84;36.97;Impayée;139.0;Prélèvement
FAC-018266;CLI-086978;2023-01-06;2023-02-05;136.26;163.51;27.25;Payée;13.0;Prélèvement
FAC-018267;CLI-100809;2024-05-03;2024-06-02;31727.8;38073.36;6345.56;En retard;78.0;Virement
FAC-018268;CLI-095967;2022-04-30;2022-05-30;235.36;282.43;47.07;Payée;30.0;Prélèvement
FAC-018269;CLI-094911;2024-07-13;2024-08-12;172.44;206.93;34.49;Payée;16.0;Prélèvement
FAC-018270;CLI-095411;2022-06-28;2022-07-28;266.34;319.61;53.27;En retard;60.0;Prélèvement
FAC-018271;CLI-093993;2024-04-29;2024-05-29;171.63;205.96;34.33;Payée;22.0;Virement
FAC-018272;CLI-092729;2022-02-08;2022-03-10;455.48;546.58;91.1;Payée;8.0;Virement
FAC-018273;CLI-096239;2024-04-01;2024-05-01;172.75;207.3;34.55;En attente;;Prélèvement
FAC-018274;CLI-090765;2024-04-18;2024-05-18;6871.44;8245.73;1374.29;Impayée;299.0;Virement
FAC-018275;CLI-098849;2023-12-10;2024-01-09;241.99;290.39;48.4;Payée;2.0;Prélèvement
FAC-018276;CLI-098107;2024-08-04;2024-09-03;57.16;68.59;11.43;Payée;18.0;Prélèvement
FAC-018277;CLI-091621;2024-12-11;2025-01-10;960.82;1152.98;192.16;Payée;23.0;Prélèvement
FAC-018278;CLI-091274;2025-03-07;2025-04-06;187.23;224.68;37.45;En attente;;Prélèvement
FAC-018279;CLI-093358;2025-03-11;2025-04-10;84.86;101.83;16.97;Payée;19.0;TIP
FAC-018280;CLI-099846;2024-04-12;2024-05-12;72.5;87.0;14.5;Payée;31.0;Prélèvement
FAC-018281;CLI-096444;2024-08-15;2024-09-14;77.4;92.88;15.48;En retard;79.0;Prélèvement
FAC-018282;CLI-098678;2023-10-29;2023-11-28;946.35;1135.62;189.27;Impayée;281.0;CB en ligne
FAC-018283;CLI-095844;2023-05-13;2023-06-12;207.02;248.42;41.4;Impayée;200.0;Prélèvement
FAC-018284;CLI-089223;2022-03-29;2022-04-28;229.66;275.59;45.93;Impayée;159.0;Prélèvement
FAC-018285;CLI-100178;2022-05-02;2022-06-01;236.71;284.05;47.34;En retard;64.0;Prélèvement
FAC-018286;CLI-092760;2023-09-10;2023-10-10;247.01;296.41;49.4;Payée;9.0;Chèque
FAC-018287;CLI-091063;2022-12-22;2023-01-21;79.35;95.22;15.87;En retard;74.0;CB en ligne
FAC-018288;CLI-091418;2023-04-12;2023-05-12;52.55;63.06;10.51;Payée;9.0;Prélèvement
FAC-018289;CLI-089940;2022-10-05;2022-11-04;411.49;493.79;82.3;Payée;15.0;CB en ligne
FAC-018290;CLI-095965;2022-04-28;2022-05-28;234.87;281.84;46.97;Impayée;151.0;Prélèvement
FAC-018291;CLI-086338;2023-11-06;2023-12-06;92.38;110.86;18.48;En attente;;Prélèvement
FAC-018292;CLI-099456;2022-08-01;2022-08-31;215.78;258.94;43.16;Payée;8.0;Prélèvement
FAC-018293;CLI-086708;2024-05-14;2024-06-13;90.6;108.72;18.12;En retard;54.0;Prélèvement
FAC-018294;CLI-090726;2022-04-27;2022-05-27;6831.95;8198.34;1366.39;En retard;45.0;Prélèvement
FAC-018295;CLI-097860;2022-09-10;2022-10-10;1742.48;2090.98;348.5;En retard;75.0;Prélèvement
FAC-018296;CLI-089054;2024-01-18;2024-02-17;119.71;143.65;23.94;En attente;;Prélèvement
FAC-018297;CLI-089163;2022-07-25;2022-08-24;140.66;168.79;28.13;En retard;73.0;Prélèvement
FAC-018298;CLI-086248;2024-11-04;2024-12-04;19829.15;23794.98;3965.83;Payée;6.0;Prélèvement
FAC-018299;CLI-097445;2024-01-14;2024-02-13;1471.94;1766.33;294.39;Impayée;346.0;CB en ligne
FAC-018300;CLI-091833;2025-05-26;2025-06-25;90.78;108.94;18.16;Payée;4.0;CB en ligne
FAC-018301;CLI-090717;2024-04-04;2024-05-04;6796.71;8156.05;1359.34;Payée;11.0;CB en ligne
FAC-018302;CLI-086698;2025-03-16;2025-04-15;275.49;330.59;55.1;En attente;;Prélèvement
FAC-018303;CLI-095094;2024-07-27;2024-08-26;193.48;232.18;38.7;Impayée;180.0;CB en ligne
FAC-018304;CLI-086061;2025-03-26;2025-04-25;129.62;155.54;25.92;Payée;7.0;Prélèvement
FAC-018305;CLI-097398;2024-04-10;2024-05-10;117.23;140.68;23.45;En attente;;Prélèvement
