compteur_id;pdl;client_id;type_energie;type_compteur;marque;date_installation;dernier_releve;statut
CPT-095507;34798214284216;CLI-093556;Électricité;Linky;Iskraemeco;2020-05-01;2025-05-23;Résilié
CPT-095508;57107218603979;CLI-093557;Électricité;Linky;Landis+Gyr;2017-01-08;2025-05-05;Actif
CPT-095509;13473693496371;CLI-093558;Gaz;Gazpar;Itron;2021-05-24;2025-04-18;Actif
CPT-095510;65515296900749;CLI-093559;Gaz;Gazpar;Itron;2019-07-12;2025-04-17;Actif
CPT-095511;77079280532108;CLI-093560;Gaz;Gazpar;Landis+Gyr;2013-01-08;2025-05-02;Résilié
CPT-095512;37464006159427;CLI-093561;Électricité;Linky;Itron;2013-10-05;2025-05-07;Actif
CPT-095513;30257086241006;CLI-093562;Électricité;Électromécanique;Sagemcom;2018-06-21;2025-05-23;Actif
CPT-095514;60027675460071;CLI-093563;Électricité;Linky;Iskraemeco;2018-11-08;2025-05-04;Actif
CPT-095515;98658837294646;CLI-093563;Gaz;Traditionnel;Sagemcom;2018-11-07;2025-05-05;Actif
CPT-095516;58171285963849;CLI-093564;Électricité;Linky;Itron;2021-08-05;2025-04-07;Actif
CPT-095517;67102738748402;CLI-093564;Gaz;Gazpar;Sagemcom;2021-08-08;2025-05-16;Actif
CPT-095518;51211847277209;CLI-093565;Électricité;Linky;Landis+Gyr;2020-07-05;2025-05-14;Actif
CPT-095519;71134835739728;CLI-093566;Électricité;Linky;Landis+Gyr;2020-09-18;2025-04-11;Actif
CPT-095520;78299590642672;CLI-093567;Gaz;Gazpar;Itron;2020-07-21;2025-04-18;Actif
CPT-095521;13474326772499;CLI-093568;Électricité;Linky;Sagemcom;2019-03-06;2025-05-28;Suspendu
CPT-095522;45339544468591;CLI-093569;Électricité;Électromécanique;Itron;2014-02-13;2025-04-16;Suspendu
CPT-095523;83340849387748;CLI-093570;Électricité;Linky;Sagemcom;2012-03-20;2025-05-14;Actif
CPT-095524;93025918017773;CLI-093571;Gaz;Gazpar;Itron;2015-11-15;2025-04-06;Suspendu
CPT-095525;96801957681535;CLI-093572;Électricité;Linky;Iskraemeco;2019-12-25;2025-05-06;Actif
CPT-095526;59394900203208;CLI-093573;Électricité;Électromécanique;Itron;2019-12-30;2025-05-05;Actif
CPT-095527;47454328550951;CLI-093573;Gaz;Gazpar;Sagemcom;2020-01-10;2025-05-08;Actif
CPT-095528;73959063600812;CLI-093574;Électricité;Linky;Landis+Gyr;2013-09-23;2025-05-03;Actif
CPT-095529;23112851990323;CLI-093575;Électricité;Linky;Itron;2014-04-09;2025-05-14;Actif
CPT-095530;86307576302540;CLI-093576;Électricité;Linky;Itron;2021-06-09;2025-04-23;Actif
CPT-095531;67845946758691;CLI-093577;Gaz;Traditionnel;Sagemcom;2015-08-22;2025-05-10;Suspendu
CPT-095532;32179109191200;CLI-093578;Électricité;Linky;Itron;2016-10-07;2025-05-19;Résilié
CPT-095533;59214249683317;CLI-093578;Gaz;Gazpar;Sagemcom;2016-09-26;2025-04-11;Résilié
CPT-095534;67371755888859;CLI-093579;Électricité;Linky;Sagemcom;2020-08-01;2025-04-30;Actif
CPT-095535;89801372960518;CLI-093580;Électricité;Linky;Itron;2017-11-26;2025-05-12;Actif
CPT-095536;46073451934244;CLI-093581;Électricité;Linky;Itron;2014-07-21;2025-04-19;Suspendu
CPT-095537;87213910284637;CLI-093582;Électricité;Linky;Sagemcom;2020-02-21;2025-04-05;Actif
CPT-095538;41737050540645;CLI-093583;Gaz;Traditionnel;Itron;2017-01-21;2025-04-12;Suspendu
CPT-095539;87381713407517;CLI-093584;Gaz;Traditionnel;Iskraemeco;2015-07-16;2025-05-12;Résilié
CPT-095540;23612869558979;CLI-093585;Électricité;Électromécanique;Sagemcom;2020-05-01;2025-05-10;Actif
CPT-095541;50841387107048;CLI-093586;Électricité;Linky;Itron;2013-02-18;2025-05-21;Actif
CPT-095542;80880228240864;CLI-093586;Gaz;Gazpar;Landis+Gyr;2013-03-08;2025-04-17;Actif
CPT-095543;13072934192266;CLI-093587;Gaz;Gazpar;Itron;2019-09-13;2025-04-20;Actif
CPT-095544;53221297333162;CLI-093588;Électricité;Linky;Itron;2016-04-17;2025-04-04;Actif
CPT-095545;79428323037686;CLI-093589;Électricité;Linky;Sagemcom;2012-10-05;2025-05-26;Actif
CPT-095546;24465689078096;CLI-093590;Électricité;Linky;Sagemcom;2017-03-08;2025-05-06;Actif
CPT-095547;48957409160300;CLI-093591;Électricité;Linky;Itron;2018-07-05;2025-04-28;Actif
CPT-095548;93073498048912;CLI-093592;Gaz;Gazpar;Iskraemeco;2020-12-06;2025-04-29;Suspendu
CPT-095549;25296138351385;CLI-093593;Gaz;Traditionnel;Itron;2018-12-18;2025-04-17;Actif
CPT-095550;30308805410156;CLI-093594;Électricité;Linky;Landis+Gyr;2018-06-14;2025-05-29;Actif
CPT-095551;62233911793740;CLI-093595;Électricité;Linky;Sagemcom;2017-02-08;2025-05-16;Résilié
CPT-095552;89755563792369;CLI-093596;Électricité;Linky;Sagemcom;2015-11-21;2025-05-31;Suspendu
CPT-095553;67828803704477;CLI-093596;Gaz;Gazpar;Sagemcom;2015-11-13;2025-05-05;Suspendu
CPT-095554;73887465252776;CLI-093597;Électricité;Linky;Itron;2014-02-18;2025-05-18;Actif
CPT-095555;87930763024640;CLI-093597;Gaz;Traditionnel;Iskraemeco;2014-02-02;2025-05-23;Actif
CPT-095556;41300560493263;CLI-093598;Électricité;Linky;Landis+Gyr;2014-04-15;2025-04-09;Actif
CPT-095557;35217178160735;CLI-093598;Gaz;Traditionnel;Itron;2014-05-05;2025-05-22;Actif
CPT-095558;71810622216726;CLI-093599;Électricité;Linky;Itron;2013-03-30;2025-04-05;Résilié
CPT-095559;95414377969577;CLI-093599;Gaz;Traditionnel;Landis+Gyr;2013-03-21;2025-04-10;Résilié
CPT-095560;80104871659043;CLI-093600;Électricité;Linky;Itron;2012-12-26;2025-05-12;Actif
CPT-095561;22127212595125;CLI-093601;Électricité;Électromécanique;Sagemcom;2014-04-29;2025-04-12;Actif
CPT-095562;52314537639076;CLI-093602;Électricité;Linky;Itron;2021-12-21;2025-05-13;Actif
CPT-095563;38123062501755;CLI-093602;Gaz;Gazpar;Iskraemeco;2021-12-01;2025-05-03;Actif
CPT-095564;26407435280493;CLI-093603;Électricité;Linky;Itron;2016-04-16;2025-04-30;Résilié
CPT-095565;87971948049377;CLI-093603;Gaz;Traditionnel;Sagemcom;2016-04-15;2025-04-07;Résilié
CPT-095566;68802966596901;CLI-093604;Électricité;Linky;Itron;2015-02-02;2025-04-11;Actif
CPT-095567;78433337663414;CLI-093605;Électricité;Linky;Itron;2018-04-19;2025-05-03;Actif
CPT-095568;57082842545376;CLI-093606;Électricité;Linky;Itron;2021-08-17;2025-04-17;Suspendu
CPT-095569;58492183559128;CLI-093607;Électricité;Électromécanique;Landis+Gyr;2020-11-12;2025-04-27;Actif
CPT-095570;28671044177940;CLI-093607;Gaz;Traditionnel;Sagemcom;2020-11-13;2025-04-09;Actif
CPT-095571;54239032261479;CLI-093608;Gaz;Gazpar;Itron;2020-11-07;2025-05-18;Actif
CPT-095572;89322324787193;CLI-093609;Électricité;Linky;Landis+Gyr;2014-12-19;2025-04-26;Résilié
CPT-095573;38364058027133;CLI-093609;Gaz;Traditionnel;Iskraemeco;2014-12-22;2025-04-13;Résilié
CPT-095574;91963861858935;CLI-093610;Électricité;Électromécanique;Landis+Gyr;2021-04-29;2025-04-12;Actif
CPT-095575;89310396528907;CLI-093611;Électricité;Électromécanique;Sagemcom;2017-07-27;2025-05-26;Actif
CPT-095576;31728397697746;CLI-093612;Électricité;Linky;Itron;2016-03-24;2025-05-21;Actif
CPT-095577;57412539661836;CLI-093613;Électricité;Linky;Itron;2021-03-06;2025-05-02;Actif
CPT-095578;90555433132986;CLI-093614;Électricité;Linky;Itron;2021-04-25;2025-04-24;Actif
CPT-095579;18060142315261;CLI-093614;Gaz;Traditionnel;Itron;2021-04-30;2025-05-14;Actif
CPT-095580;21286915737418;CLI-093615;Électricité;Linky;Itron;2020-09-22;2025-05-10;Suspendu
CPT-095581;36656051744931;CLI-093616;Électricité;Linky;Iskraemeco;2017-09-07;2025-04-02;Suspendu
CPT-095582;55076382717337;CLI-093617;Électricité;Linky;Itron;2019-03-07;2025-04-26;Actif
CPT-095583;81295927398259;CLI-093617;Gaz;Gazpar;Itron;2019-03-01;2025-04-19;Actif
CPT-095584;76621740768318;CLI-093618;Électricité;Linky;Sagemcom;2018-09-07;2025-04-20;Actif
CPT-095585;62148400511525;CLI-093619;Électricité;Linky;Sagemcom;2020-08-04;2025-04-10;Actif
CPT-095586;84166444577898;CLI-093619;Gaz;Traditionnel;Landis+Gyr;2020-08-25;2025-04-18;Actif
CPT-095587;58795255596890;CLI-093620;Électricité;Linky;Iskraemeco;2018-10-06;2025-05-17;Actif
CPT-095588;49518614143424;CLI-093621;Électricité;Linky;Itron;2016-10-14;2025-04-20;Actif
CPT-095589;20011039108632;CLI-093621;Gaz;Traditionnel;Sagemcom;2016-10-07;2025-04-03;Actif
CPT-095590;74335453540907;CLI-093622;Électricité;Linky;Itron;2017-10-09;2025-04-06;Suspendu
CPT-095591;50111295360541;CLI-093622;Gaz;Traditionnel;Sagemcom;2017-09-26;2025-04-12;Suspendu
CPT-095592;81535563621625;CLI-093623;Électricité;Linky;Itron;2016-06-21;2025-04-05;Suspendu
CPT-095593;63980990242557;CLI-093624;Électricité;Linky;Itron;2013-12-29;2025-05-11;Actif
CPT-095594;15283743762508;CLI-093625;Électricité;Linky;Itron;2018-04-21;2025-04-20;Résilié
CPT-095595;83452013073011;CLI-093626;Électricité;Linky;Sagemcom;2013-01-13;2025-04-12;Résilié
CPT-095596;32223135292039;CLI-093627;Électricité;Linky;Itron;2016-03-21;2025-04-20;Suspendu
CPT-095597;12128152424357;CLI-093628;Électricité;Électromécanique;Iskraemeco;2013-03-17;2025-04-10;Actif
CPT-095598;59694127299992;CLI-093628;Gaz;Gazpar;Itron;2013-03-20;2025-05-23;Actif
CPT-095599;98514601987548;CLI-093629;Électricité;Linky;Itron;2016-11-09;2025-04-26;Actif
CPT-095600;33834161321297;CLI-093630;Électricité;Linky;Iskraemeco;2021-12-24;2025-05-06;Actif
CPT-095601;48283556873122;CLI-093631;Électricité;Linky;Iskraemeco;2014-04-04;2025-04-05;Actif
CPT-095602;32164998111823;CLI-093632;Gaz;Traditionnel;Sagemcom;2015-04-28;2025-04-07;Actif
CPT-095603;64108353130197;CLI-093633;Électricité;Linky;Sagemcom;2012-03-19;2025-05-01;Actif
CPT-095604;55981569439665;CLI-093633;Gaz;Gazpar;Itron;2012-03-30;2025-05-02;Actif
CPT-095605;78040833102511;CLI-093634;Électricité;Linky;Landis+Gyr;2017-11-25;2025-05-04;Actif
CPT-095606;95739271854890;CLI-093635;Électricité;Linky;Sagemcom;2014-12-25;2025-05-25;Actif
CPT-095607;60180546124576;CLI-093636;Électricité;Linky;Iskraemeco;2021-05-29;2025-05-28;Actif
CPT-095608;63978876107612;CLI-093637;Électricité;Linky;Sagemcom;2017-07-24;2025-05-02;Actif
CPT-095609;80443131276699;CLI-093638;Gaz;Gazpar;Landis+Gyr;2016-06-07;2025-05-11;Actif
CPT-095610;65571758863572;CLI-093639;Électricité;Linky;Sagemcom;2014-10-05;2025-04-18;Résilié
CPT-095611;67168484570513;CLI-093640;Électricité;Linky;Landis+Gyr;2016-02-11;2025-05-02;Résilié
CPT-095612;23471690702682;CLI-093640;Gaz;Gazpar;Itron;2016-02-27;2025-04-09;Résilié
CPT-095613;71098747766758;CLI-093641;Électricité;Linky;Landis+Gyr;2018-09-18;2025-04-18;Actif
CPT-095614;99019046446439;CLI-093642;Électricité;Linky;Sagemcom;2012-05-14;2025-04-26;Actif
CPT-095615;55841401513975;CLI-093642;Gaz;Gazpar;Iskraemeco;2012-05-01;2025-04-11;Actif
CPT-095616;56839889111475;CLI-093643;Électricité;Linky;Itron;2020-08-26;2025-05-22;Suspendu
CPT-095617;93917683778720;CLI-093644;Électricité;Linky;Sagemcom;2020-04-27;2025-04-09;Actif
CPT-095618;31927338618126;CLI-093644;Gaz;Gazpar;Iskraemeco;2020-04-06;2025-05-29;Actif
CPT-095619;52337788020216;CLI-093645;Électricité;Électromécanique;Itron;2014-04-15;2025-05-11;Actif
CPT-095620;75330575180299;CLI-093645;Gaz;Traditionnel;Landis+Gyr;2014-04-06;2025-05-12;Actif
CPT-095621;96711252217635;CLI-093646;Électricité;Linky;Sagemcom;2013-09-07;2025-05-31;Résilié
CPT-095622;17942976086520;CLI-093646;Gaz;Traditionnel;Iskraemeco;2013-08-26;2025-04-11;Résilié
CPT-095623;71176838232458;CLI-093647;Électricité;Linky;Sagemcom;2012-11-09;2025-04-27;Actif
CPT-095624;69658673394959;CLI-093647;Gaz;Gazpar;Sagemcom;2012-11-20;2025-05-02;Actif
CPT-095625;45132502796326;CLI-093648;Électricité;Linky;Itron;2013-04-06;2025-05-19;Actif
CPT-095626;57574206429639;CLI-093649;Électricité;Linky;Sagemcom;2021-02-03;2025-05-29;Actif
CPT-095627;36886313213902;CLI-093650;Gaz;Gazpar;Landis+Gyr;2014-07-01;2025-05-20;Actif
CPT-095628;39463511042546;CLI-093651;Électricité;Électromécanique;Iskraemeco;2021-11-20;2025-04-14;Actif
CPT-095629;24036206170522;CLI-093651;Gaz;Gazpar;Sagemcom;2021-11-21;2025-05-29;Actif
CPT-095630;15085838457100;CLI-093652;Électricité;Électromécanique;Itron;2016-07-16;2025-04-15;Actif
CPT-095631;72967819067866;CLI-093653;Électricité;Linky;Itron;2013-02-10;2025-05-16;Actif
CPT-095632;58694481347871;CLI-093653;Gaz;Traditionnel;Itron;2013-03-02;2025-04-12;Actif
CPT-095633;44201942349640;CLI-093654;Gaz;Traditionnel;Itron;2020-06-07;2025-04-08;Suspendu
CPT-095634;75545501198492;CLI-093655;Électricité;Linky;Sagemcom;2017-10-24;2025-05-11;Actif
CPT-095635;31671849241260;CLI-093656;Électricité;Linky;Sagemcom;2021-05-21;2025-05-03;Résilié
CPT-095636;48639497968036;CLI-093657;Électricité;Linky;Sagemcom;2021-05-20;2025-05-28;Actif
CPT-095637;32596214342301;CLI-093658;Électricité;Linky;Itron;2014-11-14;2025-05-27;Actif
CPT-095638;39091128090645;CLI-093659;Gaz;Traditionnel;Landis+Gyr;2020-08-31;2025-05-30;Actif
CPT-095639;20388799761253;CLI-093660;Électricité;Linky;Sagemcom;2014-12-05;2025-05-17;Actif
CPT-095640;97354546063417;CLI-093661;Gaz;Traditionnel;Landis+Gyr;2018-11-16;2025-04-11;Suspendu
CPT-095641;82669651883978;CLI-093662;Gaz;Gazpar;Itron;2021-09-10;2025-05-19;Actif
CPT-095642;90127829777566;CLI-093663;Électricité;Linky;Sagemcom;2021-02-04;2025-04-16;Actif
CPT-095643;46659457577889;CLI-093663;Gaz;Gazpar;Iskraemeco;2021-02-11;2025-05-14;Actif
CPT-095644;17052114616737;CLI-093664;Gaz;Gazpar;Itron;2019-12-23;2025-04-26;Actif
CPT-095645;24048774651907;CLI-093665;Gaz;Gazpar;Itron;2018-02-26;2025-05-13;Actif
CPT-095646;51184002873487;CLI-093666;Électricité;Linky;Landis+Gyr;2016-01-28;2025-04-16;Actif
CPT-095647;11564034389609;CLI-093666;Gaz;Traditionnel;Iskraemeco;2016-02-10;2025-04-09;Actif
CPT-095648;75058587117497;CLI-093667;Électricité;Linky;Sagemcom;2017-03-23;2025-05-15;Actif
CPT-095649;64939565390489;CLI-093668;Électricité;Électromécanique;Iskraemeco;2014-07-21;2025-05-17;Actif
CPT-095650;65223031067972;CLI-093669;Électricité;Électromécanique;Iskraemeco;2018-06-15;2025-04-30;Actif
CPT-095651;85057771808441;CLI-093669;Gaz;Gazpar;Sagemcom;2018-06-09;2025-05-05;Actif
CPT-095652;35663046029695;CLI-093670;Électricité;Linky;Sagemcom;2015-10-11;2025-04-05;Actif
CPT-095653;24252137554055;CLI-093671;Électricité;Linky;Sagemcom;2016-03-25;2025-05-20;Actif
CPT-095654;81924566767509;CLI-093672;Électricité;Linky;Itron;2017-09-02;2025-05-17;Actif
CPT-095655;70263932058392;CLI-093673;Électricité;Linky;Itron;2015-03-19;2025-04-13;Suspendu
CPT-095656;76246269276267;CLI-093674;Gaz;Gazpar;Landis+Gyr;2017-11-30;2025-05-15;Résilié
CPT-095657;99959189952057;CLI-093675;Électricité;Linky;Sagemcom;2016-06-21;2025-05-04;Actif
CPT-095658;53283299015628;CLI-093676;Électricité;Linky;Sagemcom;2013-03-05;2025-05-17;Suspendu
CPT-095659;93053735921727;CLI-093677;Électricité;Linky;Iskraemeco;2021-04-20;2025-05-05;Actif
CPT-095660;23748585287655;CLI-093677;Gaz;Gazpar;Itron;2021-05-03;2025-05-07;Actif
CPT-095661;94952423884816;CLI-093678;Gaz;Gazpar;Itron;2020-03-01;2025-05-13;Actif
CPT-095662;55584254691336;CLI-093679;Gaz;Traditionnel;Landis+Gyr;2015-08-13;2025-04-25;Résilié
CPT-095663;77623429540832;CLI-093680;Électricité;Linky;Itron;2013-10-06;2025-04-04;Résilié
CPT-095664;57110886076495;CLI-093681;Électricité;Linky;Sagemcom;2014-01-07;2025-05-13;Résilié
CPT-095665;51468066071765;CLI-093682;Électricité;Linky;Itron;2021-04-30;2025-05-25;Actif
CPT-095666;41024284458978;CLI-093683;Électricité;Électromécanique;Landis+Gyr;2020-11-15;2025-05-03;Suspendu
CPT-095667;86550304304541;CLI-093684;Gaz;Traditionnel;Iskraemeco;2019-02-08;2025-05-19;Actif
CPT-095668;99086891716564;CLI-093685;Gaz;Gazpar;Itron;2016-12-24;2025-05-10;Actif
CPT-095669;89042520760600;CLI-093686;Électricité;Linky;Itron;2019-10-02;2025-05-25;Actif
CPT-095670;93113286510224;CLI-093686;Gaz;Traditionnel;Sagemcom;2019-09-25;2025-04-11;Actif
CPT-095671;93911847056190;CLI-093687;Électricité;Linky;Landis+Gyr;2017-12-28;2025-05-24;Actif
CPT-095672;77949593128959;CLI-093688;Électricité;Linky;Landis+Gyr;2022-01-19;2025-04-11;Résilié
CPT-095673;38640449727691;CLI-093689;Gaz;Traditionnel;Sagemcom;2015-06-27;2025-05-08;Suspendu
CPT-095674;95626270038938;CLI-093690;Gaz;Gazpar;Itron;2016-07-26;2025-05-01;Actif
CPT-095675;91619133244696;CLI-093691;Électricité;Linky;Landis+Gyr;2014-02-20;2025-05-28;Actif
CPT-095676;66254861815529;CLI-093692;Électricité;Linky;Sagemcom;2019-04-01;2025-04-21;Actif
CPT-095677;12562531206253;CLI-093693;Électricité;Linky;Sagemcom;2017-04-09;2025-05-14;Actif
CPT-095678;87688043434627;CLI-093693;Gaz;Gazpar;Itron;2017-04-12;2025-04-23;Actif
CPT-095679;70524724261750;CLI-093694;Électricité;Linky;Itron;2012-08-07;2025-04-22;Actif
CPT-095680;20710826943731;CLI-093695;Électricité;Linky;Itron;2012-05-31;2025-05-02;Résilié
CPT-095681;30697174125858;CLI-093696;Électricité;Linky;Itron;2015-10-10;2025-05-12;Actif
CPT-095682;47939234669869;CLI-093696;Gaz;Gazpar;Sagemcom;2015-09-23;2025-04-18;Actif
CPT-095683;64913208414030;CLI-093697;Électricité;Électromécanique;Landis+Gyr;2015-10-07;2025-04-15;Actif
CPT-095684;42183268383700;CLI-093698;Électricité;Électromécanique;Sagemcom;2019-06-14;2025-04-08;Actif
CPT-095685;33758692375796;CLI-093698;Gaz;Gazpar;Iskraemeco;2019-06-19;2025-05-30;Actif
CPT-095686;31585521381728;CLI-093699;Électricité;Électromécanique;Sagemcom;2020-11-11;2025-05-31;Actif
CPT-095687;90606610312052;CLI-093700;Gaz;Gazpar;Landis+Gyr;2012-06-18;2025-04-15;Résilié
CPT-095688;74068318066541;CLI-093701;Gaz;Traditionnel;Itron;2016-03-04;2025-04-17;Suspendu
CPT-095689;85636426746171;CLI-093702;Gaz;Gazpar;Iskraemeco;2015-10-19;2025-04-08;Actif
CPT-095690;52191621062142;CLI-093703;Électricité;Linky;Landis+Gyr;2012-12-02;2025-05-24;Résilié
CPT-095691;64572860587121;CLI-093704;Électricité;Linky;Sagemcom;2015-01-06;2025-05-09;Suspendu
CPT-095692;93971338032984;CLI-093705;Électricité;Linky;Sagemcom;2017-04-04;2025-04-20;Actif
CPT-095693;48829787568313;CLI-093706;Électricité;Linky;Landis+Gyr;2014-05-31;2025-04-09;Suspendu
CPT-095694;11518752324697;CLI-093707;Électricité;Linky;Itron;2019-02-18;2025-05-16;Actif
CPT-095695;86120188278036;CLI-093708;Gaz;Gazpar;Sagemcom;2013-08-06;2025-04-13;Suspendu
CPT-095696;43212670799494;CLI-093709;Électricité;Linky;Sagemcom;2015-12-14;2025-05-15;Résilié
CPT-095697;58804161167657;CLI-093710;Électricité;Linky;Itron;2014-10-15;2025-05-31;Actif
CPT-095698;42873058788175;CLI-093711;Électricité;Linky;Itron;2015-04-11;2025-05-11;Actif
CPT-095699;23014502201789;CLI-093712;Électricité;Linky;Sagemcom;2021-05-07;2025-04-28;Résilié
CPT-095700;27578507250673;CLI-093713;Gaz;Gazpar;Itron;2014-01-25;2025-05-25;Actif
CPT-095701;19773041786056;CLI-093714;Gaz;Traditionnel;Landis+Gyr;2014-11-07;2025-04-17;Suspendu
CPT-095702;91718282509394;CLI-093715;Électricité;Linky;Itron;2014-01-07;2025-04-03;Actif
CPT-095703;55794007031448;CLI-093716;Électricité;Électromécanique;Landis+Gyr;2016-01-16;2025-04-02;Actif
CPT-095704;95313717308468;CLI-093716;Gaz;Gazpar;Iskraemeco;2015-12-29;2025-05-30;Actif
CPT-095705;74230022367646;CLI-093717;Électricité;Linky;Sagemcom;2014-10-18;2025-04-06;Suspendu
CPT-095706;68779160015651;CLI-093718;Électricité;Linky;Itron;2016-03-03;2025-04-03;Actif
CPT-095707;99119534773421;CLI-093718;Gaz;Gazpar;Sagemcom;2016-03-06;2025-05-05;Actif
CPT-095708;89077062138113;CLI-093719;Gaz;Traditionnel;Sagemcom;2020-12-17;2025-05-30;Actif
CPT-095709;18741349885048;CLI-093720;Électricité;Linky;Landis+Gyr;2017-01-09;2025-05-30;Actif
CPT-095710;25059828438993;CLI-093721;Électricité;Linky;Itron;2020-08-11;2025-05-06;Suspendu
CPT-095711;19531558039886;CLI-093722;Électricité;Linky;Itron;2017-04-09;2025-05-02;Suspendu
CPT-095712;29137880464464;CLI-093723;Gaz;Gazpar;Sagemcom;2019-06-26;2025-05-05;Actif
CPT-095713;34116604489940;CLI-093724;Électricité;Linky;Itron;2017-07-13;2025-05-17;Actif
CPT-095714;91560620000717;CLI-093724;Gaz;Gazpar;Itron;2017-08-03;2025-05-16;Actif
CPT-095715;97646952661001;CLI-093725;Électricité;Électromécanique;Itron;2012-06-25;2025-05-06;Actif
CPT-095716;14635209584317;CLI-093726;Électricité;Linky;Sagemcom;2018-01-31;2025-04-30;Actif
CPT-095717;25843740367969;CLI-093727;Électricité;Linky;Landis+Gyr;2021-07-10;2025-04-06;Actif
CPT-095718;63557320673067;CLI-093728;Électricité;Linky;Sagemcom;2016-06-04;2025-04-15;Actif
CPT-095719;77577901767806;CLI-093729;Gaz;Gazpar;Sagemcom;2016-10-07;2025-04-07;Suspendu
CPT-095720;98242385727721;CLI-093730;Électricité;Linky;Sagemcom;2017-03-01;2025-05-02;Résilié
CPT-095721;34460559183193;CLI-093731;Électricité;Linky;Iskraemeco;2019-10-28;2025-05-08;Résilié
CPT-095722;37854208630785;CLI-093732;Électricité;Électromécanique;Sagemcom;2016-08-14;2025-04-23;Actif
CPT-095723;99162690169365;CLI-093733;Gaz;Traditionnel;Iskraemeco;2021-02-17;2025-04-17;Actif
CPT-095724;12572268496478;CLI-093734;Électricité;Linky;Itron;2017-05-08;2025-04-11;Actif
CPT-095725;38626407407752;CLI-093735;Électricité;Linky;Sagemcom;2017-08-07;2025-05-17;Actif
CPT-095726;73110758207395;CLI-093736;Gaz;Gazpar;Sagemcom;2017-07-10;2025-04-17;Actif
CPT-095727;54114698145931;CLI-093737;Électricité;Linky;Itron;2014-01-29;2025-04-12;Actif
CPT-095728;97099999815185;CLI-093738;Électricité;Linky;Itron;2013-08-06;2025-05-05;Résilié
CPT-095729;53446442624735;CLI-093739;Électricité;Linky;Iskraemeco;2017-09-26;2025-05-23;Actif
CPT-095730;77933305408197;CLI-093740;Gaz;Gazpar;Sagemcom;2015-09-15;2025-04-13;Suspendu
CPT-095731;47475099044307;CLI-093741;Électricité;Linky;Sagemcom;2012-06-10;2025-05-29;Actif
CPT-095732;61954489379108;CLI-093742;Électricité;Linky;Itron;2012-03-26;2025-05-31;Actif
CPT-095733;87647429274576;CLI-093743;Électricité;Linky;Sagemcom;2019-02-16;2025-05-08;Actif
CPT-095734;70363777684226;CLI-093743;Gaz;Gazpar;Itron;2019-03-04;2025-04-28;Actif
CPT-095735;65571286867334;CLI-093744;Électricité;Linky;Landis+Gyr;2014-12-25;2025-04-07;Résilié
CPT-095736;56408352841010;CLI-093745;Électricité;Linky;Itron;2019-07-05;2025-04-15;Suspendu
CPT-095737;84787504561552;CLI-093745;Gaz;Traditionnel;Sagemcom;2019-06-26;2025-05-07;Suspendu
CPT-095738;95301196623463;CLI-093746;Électricité;Linky;Iskraemeco;2020-08-18;2025-04-08;Résilié
CPT-095739;70720664258840;CLI-093746;Gaz;Gazpar;Iskraemeco;2020-07-29;2025-05-29;Résilié
CPT-095740;70022341078978;CLI-093747;Gaz;Gazpar;Itron;2013-10-24;2025-05-16;Actif
CPT-095741;70483161034270;CLI-093748;Gaz;Gazpar;Landis+Gyr;2015-01-18;2025-04-04;Résilié
CPT-095742;98044890159510;CLI-093749;Gaz;Gazpar;Itron;2018-08-07;2025-05-14;Suspendu
CPT-095743;69784796908568;CLI-093750;Électricité;Linky;Landis+Gyr;2018-03-13;2025-05-27;Résilié
CPT-095744;96576122230739;CLI-093751;Électricité;Linky;Itron;2016-07-24;2025-05-15;Actif
CPT-095745;97270350215990;CLI-093752;Électricité;Linky;Itron;2018-05-12;2025-04-27;Actif
CPT-095746;33885920155529;CLI-093752;Gaz;Gazpar;Itron;2018-06-10;2025-04-29;Actif
CPT-095747;98670057148464;CLI-093753;Électricité;Électromécanique;Itron;2015-01-17;2025-05-25;Actif
CPT-095748;82557298937438;CLI-093753;Gaz;Gazpar;Itron;2015-01-08;2025-04-19;Actif
CPT-095749;35431158615170;CLI-093754;Électricité;Linky;Itron;2020-11-04;2025-04-20;Actif
CPT-095750;29876563520404;CLI-093754;Gaz;Traditionnel;Landis+Gyr;2020-11-27;2025-05-11;Actif
CPT-095751;15975682332056;CLI-093755;Électricité;Linky;Itron;2021-08-07;2025-05-29;Actif
CPT-095752;87525702205107;CLI-093755;Gaz;Gazpar;Itron;2021-08-13;2025-05-20;Actif
CPT-095753;73512595398238;CLI-093756;Électricité;Électromécanique;Itron;2012-07-11;2025-05-28;Actif
CPT-095754;52970680401467;CLI-093757;Gaz;Traditionnel;Sagemcom;2017-12-02;2025-04-15;Suspendu
CPT-095755;37324185539711;CLI-093758;Gaz;Traditionnel;Itron;2014-08-02;2025-05-30;Actif
CPT-095756;20288469079783;CLI-093759;Électricité;Linky;Landis+Gyr;2013-11-10;2025-04-11;Actif
CPT-095757;49304506435032;CLI-093759;Gaz;Traditionnel;Itron;2013-11-03;2025-05-22;Actif
CPT-095758;52377985244840;CLI-093760;Électricité;Linky;Itron;2019-02-06;2025-05-28;Actif
CPT-095759;21987964330692;CLI-093761;Gaz;Gazpar;Sagemcom;2015-07-27;2025-05-24;Actif
CPT-095760;30500240374769;CLI-093762;Électricité;Linky;Iskraemeco;2021-08-29;2025-04-08;Suspendu
